income,age,english_score,prev_gpa,sem1_gpa,sem2_gpa,sem3_gpa,sem4_gpa,sem1_pred,sem2_pred,sem3_pred,sem4_pred
Lower middle income,U44,6,3.0,3.77,3.86,3.5,0.0,3.41,3.71,3.69,0.0
Lower middle income,u37,6,2.0,3.38,3.38,3.0,0.0,3.41,3.41,3.51,0.0
Lower middle income,U25,6,3.0,3.13,2.75,3.0,0.0,3.41,3.21,3.5,0.0
Upper middle income,U30,6,3.67,3.88,3.88,4.0,0.0,3.41,3.75,3.88,0.0
Lower middle income,U30,6,3.5,3.75,3.27,4.0,3.0,3.41,3.63,3.7,3.09
Upper middle income,U30,6,3.76,3.81,3.75,4.0,4.0,3.41,3.7,3.81,3.44
Upper middle income,U30,,3.22,3.75,3.5,4.0,0.0,3.41,3.68,3.75,0.0
Upper middle income,U25,,3.14,3.38,3.63,3.5,0.0,3.41,3.43,3.67,0.0
Lower middle income,U44,6.5,2.0,3.75,3.5,3.5,0.0,3.41,3.66,3.61,0.0
Lower middle income,U30,6,3.35,3.38,3.33,3.15,4.0,3.41,3.44,3.48,3.5
Lower middle income,U30,6,2.0,3.5,3.75,3.25,4.0,3.41,3.53,3.54,3.5
Lower middle income,u37,6,3.83,3.36,3.67,3.75,0.0,3.41,3.36,3.54,0.0
Lower middle income,U44,6,2.0,3.0,2.93,0.0,0.0,3.41,3.2,0.0,0.0
Lower middle income,u37,6,2.21,3.0,3.32,0.0,0.0,3.41,3.2,0.0,0.0
Upper middle income,U25,6,3.56,3.38,3.63,4.0,0.0,3.41,3.41,3.69,0.0
Lower middle income,u37,6,3.01,2.5,3.0,2.89,2.8,3.41,3.18,3.42,3.5
Lower middle income,U30,6.5,2.2,3.21,3.08,3.0,3.75,3.41,3.31,3.42,3.5
Lower middle income,U30,7.5,4.0,3.57,3.75,3.2,3.71,3.41,3.54,3.54,3.5
Lower middle income,u37,6,4.0,3.61,3.5,3.5,0.0,3.41,3.53,3.85,0.0
Lower middle income,U30,6,3.5,3.2,3.0,3.5,3.0,3.41,3.3,3.47,3.5
Lower middle income,U30,,3.5,3.89,3.86,0.0,0.0,3.41,3.76,0.0,0.0
Lower middle income,U30,,2.76,3.62,3.86,4.0,0.0,3.41,3.6,3.63,0.0
Lower middle income,u37,6,3.18,4.0,3.88,4.0,0.0,3.41,3.81,3.99,0.0
Lower middle income,U30,6,2.6,3.71,3.5,4.0,0.0,3.41,3.58,3.82,0.0
Lower middle income,u37,6,3.13,3.82,4.0,4.0,0.0,3.41,3.69,3.82,0.0
Lower middle income,u37,6,3.0,3.21,3.54,3.5,0.0,3.41,3.29,3.51,0.0
Upper middle income,U30,6,3.13,2.75,2.88,4.0,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,6,3.16,3.17,3.0,3.0,0.0,3.41,3.29,3.45,0.0
Lower middle income,U30,6,2.28,3.25,3.0,3.5,0.0,3.41,3.31,3.45,0.0
Lower middle income,u37,6,4.0,3.75,3.88,4.0,0.0,3.41,3.66,3.69,0.0
Lower middle income,u37,6,2.5,3.63,3.47,3.19,3.57,3.41,3.54,3.53,3.5
Lower middle income,U44,6,2.5,3.63,3.61,3.5,3.43,3.41,3.56,3.52,3.5
Lower middle income,U30,6,3.0,3.88,4.0,4.0,0.0,3.41,3.75,3.85,0.0
Lower middle income,U30,6,2.0,2.88,3.0,3.0,3.44,3.41,3.18,3.43,3.5
Upper middle income,u37,6,2.75,3.5,3.68,4.0,0.0,3.41,3.52,3.52,0.0
Upper middle income,u37,6,3.58,3.46,3.73,3.6,0.0,3.41,3.49,3.52,0.0
Lower middle income,G45,6,3.2,2.96,2.75,0.0,0.0,3.41,3.24,0.0,0.0
Upper middle income,U30,6,3.57,3.07,3.42,3.13,3.3,3.41,3.27,3.44,3.5
Upper middle income,U30,6,2.75,3.5,3.65,3.5,0.0,3.41,3.51,3.63,0.0
Lower middle income,U30,6,4.0,3.0,3.5,3.33,4.0,3.41,3.21,3.43,3.5
Lower middle income,U25,6,3.0,3.75,3.75,3.75,0.0,3.41,3.65,3.74,0.0
Lower middle income,U30,6,3.5,2.88,2.82,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U30,6,1.0,3.25,3.29,3.5,0.0,3.41,3.29,3.45,0.0
Lower middle income,u37,6,3.01,3.25,3.65,3.5,0.0,3.41,3.3,3.44,0.0
Upper middle income,u37,6,3.56,3.21,3.08,3.25,3.25,3.41,3.29,3.44,3.5
Lower middle income,u37,7,3.5,3.71,3.58,3.38,0.0,3.41,3.65,3.63,0.0
Upper middle income,U30,6,3.0,3.07,3.17,3.38,3.5,3.41,3.26,3.43,3.5
Low income,U30,6.5,3.99,3.79,3.83,4.0,4.0,3.41,3.71,3.83,3.5
Low income,U30,,2.79,3.36,3.17,3.2,0.0,3.41,3.47,3.53,0.0
Low income,u37,,3.5,3.65,3.71,0.0,0.0,3.41,3.66,0.0,0.0
Lower middle income,U30,,3.2,3.77,3.86,4.0,0.0,3.41,3.7,3.68,0.0
Upper middle income,u37,6,2.41,3.13,4.0,3.5,0.0,3.41,3.26,3.5,0.0
Lower middle income,U25,6,3.5,3.5,3.61,0.0,0.0,3.41,3.46,0.0,0.0
Lower middle income,U25,6,3.0,2.75,3.0,3.5,0.0,3.41,3.18,3.42,0.0
Lower middle income,u37,6,4.0,3.96,3.88,3.5,0.0,3.41,3.8,3.79,0.0
High income,u37,6,2.78,3.41,3.5,0.0,0.0,3.41,3.48,0.0,0.0
Lower middle income,u37,7,2.75,2.86,3.0,0.0,0.0,3.41,3.03,0.0,0.0
Lower middle income,U30,6,3.0,3.75,4.0,3.67,0.0,3.41,3.66,3.73,0.0
Lower middle income,U44,6,3.5,3.5,3.5,3.25,0.0,3.41,3.54,3.6,0.0
Lower middle income,U44,6,2.0,2.86,3.0,2.88,2.95,3.41,3.19,3.42,3.5
Low income,U30,7,3.64,3.64,3.83,3.5,0.0,3.41,3.66,3.67,0.0
Upper middle income,u37,6,2.76,3.21,3.25,0.0,0.0,3.41,3.32,0.0,0.0
Lower middle income,U30,6,3.22,3.31,3.5,3.0,0.0,3.41,3.33,3.46,0.0
Upper middle income,U30,6,3.05,2.92,3.21,3.23,3.0,3.41,3.2,3.42,3.5
Lower middle income,U30,6,3.0,3.77,3.88,4.0,0.0,3.41,3.67,3.74,0.0
Upper middle income,U30,6,3.09,3.33,3.38,3.2,0.0,3.41,3.39,3.52,0.0
Upper middle income,U25,6,3.41,3.5,3.46,3.0,3.5,3.41,3.47,3.54,3.5
Upper middle income,U25,6,3.14,3.5,3.59,3.5,0.0,3.41,3.49,3.57,0.0
Lower middle income,U30,6,3.5,2.88,3.0,3.5,0.0,3.41,3.18,3.42,0.0
Lower middle income,u37,6,2.5,3.29,3.5,4.0,3.5,3.41,3.34,3.5,3.5
Upper middle income,U25,6,3.43,4.0,4.0,4.0,0.0,3.41,3.83,3.95,0.0
Lower middle income,u37,6,3.0,3.81,3.84,3.13,4.0,3.41,3.63,3.65,3.5
Upper middle income,U30,6,3.77,3.29,3.25,3.07,0.0,3.41,3.34,3.45,0.0
Upper middle income,U30,6,3.67,3.07,3.17,3.13,3.64,3.41,3.21,3.42,3.5
Lower middle income,u37,6,3.52,3.5,3.63,4.0,0.0,3.41,3.49,3.61,0.0
Low income,U30,,2.78,3.36,3.67,3.59,3.36,3.41,3.47,3.61,3.5
Low income,u37,6.5,4.0,3.79,3.83,3.6,0.0,3.41,3.74,3.67,0.0
Lower middle income,U30,6,3.31,3.54,3.36,3.5,0.0,3.41,3.49,3.59,0.0
Upper middle income,U25,6,3.7,3.63,3.38,4.0,0.0,3.41,3.56,3.73,0.0
Low income,U30,6,3.0,3.0,3.13,3.5,0.0,3.41,3.22,3.45,0.0
Lower middle income,u37,6,2.72,3.27,3.5,0.0,0.0,3.41,3.37,0.0,0.0
Upper middle income,U30,6,2.93,3.13,3.25,4.0,0.0,3.41,3.27,3.51,0.0
Upper middle income,U25,6,2.95,3.13,3.63,4.0,0.0,3.41,3.28,3.56,0.0
Upper middle income,U25,6,3.86,3.38,3.25,3.5,0.0,3.41,3.41,3.63,0.0
Low income,U30,6,2.77,3.38,3.5,3.5,0.0,3.41,3.47,3.52,0.0
Lower middle income,U30,6,4.0,4.0,3.75,4.0,0.0,3.41,3.81,3.86,0.0
Upper middle income,U25,6,3.33,3.5,3.88,4.0,0.0,3.41,3.45,3.72,0.0
Lower middle income,U44,6,2.0,3.63,3.77,3.5,0.0,3.41,3.6,3.66,0.0
Upper middle income,U30,6,3.62,3.46,3.63,3.5,0.0,3.41,3.48,3.53,0.0
Upper middle income,u37,6,2.54,3.3,3.38,4.0,3.5,3.41,3.4,3.5,3.5
Lower middle income,U30,6,2.0,2.86,3.0,2.75,3.25,3.41,3.19,3.42,3.5
Lower middle income,U44,6,3.0,3.04,3.36,3.0,0.0,3.41,3.22,3.47,0.0
Lower middle income,U25,6.5,3.0,3.43,3.33,3.0,3.15,3.41,3.42,3.52,3.5
Lower middle income,U30,,3.77,4.0,4.0,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,u37,6,2.0,3.13,3.07,0.0,0.0,3.41,3.24,0.0,0.0
Lower middle income,G45,6.5,2.5,3.81,3.79,3.5,3.36,3.41,3.65,3.56,3.5
Upper middle income,U30,6,3.0,3.38,3.21,3.5,0.0,3.41,3.42,3.47,0.0
Upper middle income,U30,6,3.43,3.88,3.75,4.0,0.0,3.41,3.74,3.83,0.0
Upper middle income,u37,6.5,2.0,3.69,3.75,3.5,0.0,3.41,3.59,3.87,0.0
Lower middle income,U44,6,3.23,2.79,3.0,2.86,3.14,3.41,3.18,3.42,3.5
Lower middle income,U30,6,3.12,2.77,3.08,3.5,3.5,3.41,3.18,3.42,3.5
Low income,U30,6,3.5,3.17,3.5,3.58,0.0,3.41,3.29,3.49,0.0
Lower middle income,U44,6,2.5,3.13,3.39,3.5,3.89,3.41,3.27,3.51,3.5
Lower middle income,u37,6,3.0,3.81,3.79,4.0,3.79,3.41,3.63,3.64,3.5
Lower middle income,G45,6,2.5,3.19,3.55,3.56,3.36,3.41,3.32,3.44,3.5
Lower middle income,U30,6,3.5,2.96,3.21,3.5,0.0,3.41,3.2,3.49,0.0
Low income,U30,6,3.5,3.38,3.38,3.5,0.0,3.41,3.47,3.62,0.0
Low income,u37,6,3.5,3.17,3.0,2.88,3.5,3.41,3.41,3.47,3.5
Lower middle income,U44,6,2.5,3.42,3.45,4.0,3.35,3.41,3.45,3.55,3.5
Low income,U44,6,3.5,2.88,3.38,3.83,0.0,3.41,3.2,3.49,0.0
Upper middle income,U30,6,3.64,3.5,3.5,3.5,0.0,3.41,3.5,3.51,0.0
Lower middle income,U25,6,2.87,3.2,3.25,3.38,0.0,3.41,3.27,3.46,0.0
Low income,U30,6.5,3.5,3.0,3.32,0.0,0.0,3.41,3.25,0.0,0.0
Upper middle income,U30,6,3.05,3.38,3.13,3.5,4.0,3.41,3.4,3.65,3.5
Low income,U30,6,3.5,3.77,3.73,4.0,0.0,3.41,3.74,3.71,0.0
Lower middle income,U25,,3.57,3.5,3.63,3.83,0.0,3.41,3.48,3.66,0.0
Lower middle income,U30,6,3.0,3.13,3.33,2.9,0.0,3.41,3.26,3.46,0.0
Upper middle income,U30,6,3.2,3.13,3.38,3.5,0.0,3.41,3.25,3.55,0.0
Upper middle income,U30,6,3.79,3.59,3.5,3.5,0.0,3.41,3.58,3.67,0.0
Lower middle income,U25,6,3.0,3.38,3.43,0.0,0.0,3.41,3.39,0.0,0.0
Upper middle income,U30,6,2.93,3.33,3.75,3.0,3.5,3.41,3.45,3.55,3.5
Lower middle income,u37,6,3.0,3.64,3.5,3.0,3.71,3.41,3.55,3.57,3.5
Lower middle income,u37,6,3.0,3.73,3.7,4.0,3.68,3.41,3.61,3.64,3.5
Lower middle income,u37,6,3.5,3.77,3.9,3.45,4.0,3.41,3.64,3.57,3.5
Lower middle income,U44,6.5,2.5,3.64,3.4,3.05,2.8,3.41,3.58,3.52,3.5
Lower middle income,u37,6,2.5,3.5,3.79,3.88,3.86,3.41,3.45,3.53,3.5
Lower middle income,u37,6,2.5,3.63,3.63,3.63,3.43,3.41,3.53,3.59,3.5
Lower middle income,U44,6,2.5,3.73,3.8,3.17,3.21,3.41,3.61,3.65,3.5
Lower middle income,u37,6,3.0,3.59,3.37,3.0,3.36,3.41,3.52,3.5,3.5
Lower middle income,U44,6,3.25,3.67,3.38,3.3,0.0,3.41,3.6,3.54,0.0
Lower middle income,u37,6,3.0,3.42,3.73,3.5,0.0,3.41,3.43,3.57,0.0
Lower middle income,U30,7,3.5,3.4,3.77,0.0,0.0,3.41,3.44,0.0,0.0
Lower middle income,u37,6,3.03,3.67,3.45,0.0,0.0,3.41,3.6,0.0,0.0
Low income,U25,6,3.16,3.5,3.5,3.0,0.0,3.41,3.51,3.67,0.0
Low income,U30,6.5,3.5,3.92,4.0,3.5,0.0,3.41,3.87,3.96,0.0
Lower middle income,U30,6,3.0,3.57,3.55,0.0,0.0,3.41,3.51,0.0,0.0
Upper middle income,U30,6,3.32,3.75,3.5,3.38,3.5,3.41,3.73,3.54,3.5
Lower middle income,u37,6,2.75,3.5,3.65,4.0,0.0,3.41,3.5,3.68,0.0
Lower middle income,U30,6,3.0,2.88,3.0,3.0,3.0,3.41,3.18,3.42,3.33
Lower middle income,U30,,2.0,2.83,2.75,3.0,2.5,3.41,2.92,3.42,3.3
Lower middle income,U30,7.5,3.5,3.67,3.57,3.73,3.67,3.41,3.61,3.59,3.5
Lower middle income,U44,6,2.5,3.81,3.63,3.89,3.88,3.41,3.68,3.68,3.5
Lower middle income,U30,6,3.63,3.25,3.38,3.5,0.0,3.41,3.29,3.44,0.0
Lower middle income,u37,6,3.0,2.5,3.04,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,u37,,2.95,4.0,4.0,0.0,0.0,3.41,3.84,0.0,0.0
Lower middle income,U44,6,2.5,3.92,3.92,3.78,3.88,3.41,3.74,3.74,3.5
Upper middle income,U30,6,2.96,3.38,3.42,3.5,0.0,3.41,3.42,3.48,0.0
Lower middle income,U30,6,3.35,3.33,3.0,0.0,0.0,3.41,3.4,0.0,0.0
Lower middle income,U25,6,3.02,2.75,3.0,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U25,6,3.31,2.67,3.4,0.0,0.0,3.41,3.18,0.0,0.0
Lower middle income,U30,6,2.5,3.69,3.93,3.5,2.7,3.41,3.55,3.67,3.5
Lower middle income,U30,6,3.5,3.63,3.86,3.64,2.8,3.41,3.53,3.65,3.5
Upper middle income,U30,6,2.57,3.19,3.04,3.3,0.0,3.41,3.28,3.43,0.0
Lower middle income,u37,6,3.5,3.73,3.5,3.6,3.75,3.41,3.63,3.63,3.5
High income,U25,,2.75,3.75,3.5,0.0,0.0,3.41,3.71,0.0,0.0
High income,U25,,3.0,3.75,4.0,0.0,0.0,3.41,3.72,0.0,0.0
Low income,U30,7,3.5,3.67,3.71,3.8,4.0,3.41,3.72,3.61,3.5
Low income,U30,6,3.44,3.58,3.21,3.41,3.23,3.41,3.55,3.6,3.5
Low income,U30,7,3.65,3.92,3.64,3.82,3.67,3.41,3.84,3.76,3.5
Low income,U30,6.5,3.29,3.75,3.5,3.71,3.33,3.41,3.68,3.68,3.5
Low income,U25,7,2.92,3.75,3.21,3.46,3.5,3.41,3.68,3.69,3.5
High income,U25,6,3.5,3.34,3.16,0.0,0.0,3.41,3.26,0.0,0.0
Lower middle income,u37,,2.11,3.13,2.88,2.5,3.41,3.41,3.3,3.49,3.5
Upper middle income,U30,6,3.27,3.71,3.75,3.67,0.0,3.41,3.6,3.61,0.0
High income,U25,,3.0,3.69,3.64,0.0,0.0,3.41,3.56,0.0,0.0
High income,U25,,3.0,3.65,3.77,0.0,0.0,3.41,3.54,0.0,0.0
Upper middle income,U30,6,3.96,3.38,3.75,3.5,0.0,3.41,3.4,3.72,0.0
Lower middle income,U30,6,3.5,3.58,3.63,3.5,0.0,3.41,3.55,3.67,0.0
High income,U25,,2.5,3.35,3.35,0.0,0.0,3.41,3.37,0.0,0.0
Lower middle income,u37,6,3.37,2.83,2.64,3.25,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,6,3.7,3.73,3.88,3.25,0.0,3.41,3.66,3.68,0.0
Lower middle income,U44,6,3.0,3.88,3.88,4.0,0.0,3.41,3.78,3.81,0.0
Lower middle income,U30,6,1.0,2.5,2.63,4.0,0.0,3.41,3.18,3.42,0.0
Low income,U30,6.2,3.288,3.77,3.5,3.93,0.0,3.41,3.76,3.67,0.0
Lower middle income,U44,6,2.5,3.64,3.36,3.3,3.25,3.41,3.6,3.57,3.5
Lower middle income,u37,6,2.5,3.73,3.62,3.5,4.0,3.41,3.59,3.6,3.5
Lower middle income,u37,6,2.5,3.32,3.27,3.2,3.25,3.41,3.39,3.42,3.5
Lower middle income,U44,6,3.02,3.36,3.5,3.7,3.31,3.41,3.43,3.46,3.5
Lower middle income,u37,6,3.0,3.86,3.77,3.1,3.0,3.41,3.72,3.63,3.5
Lower middle income,U30,6,3.05,3.5,3.92,4.0,3.81,3.41,3.48,3.56,3.5
Lower middle income,U44,6,2.0,3.69,3.58,3.0,3.86,3.41,3.57,3.6,3.5
Lower middle income,U25,6,3.43,3.83,3.7,0.0,0.0,3.41,3.73,0.0,0.0
Lower middle income,U25,6,3.64,3.28,3.5,0.0,0.0,3.41,3.34,0.0,0.0
Lower middle income,U44,6,3.0,3.73,3.77,3.3,3.75,3.41,3.62,3.64,3.5
Lower middle income,U44,6,3.0,3.32,3.35,3.3,3.06,3.41,3.38,3.45,3.5
Upper middle income,u37,5.5,2.15,3.75,4.0,3.5,3.0,3.41,3.72,3.77,3.5
Lower middle income,U30,,3.0,4.0,3.75,0.0,0.0,3.41,3.82,0.0,0.0
Lower middle income,U30,6,3.0,3.69,3.79,3.79,3.4,3.41,3.57,3.54,3.5
Lower middle income,U44,6,3.5,3.81,4.0,3.5,3.71,3.41,3.67,3.58,3.5
Lower middle income,U30,6,4.0,3.0,3.18,3.17,0.0,3.41,3.2,3.46,0.0
Lower middle income,u37,6,2.0,3.38,3.25,3.0,0.0,3.41,3.4,3.51,0.0
Upper middle income,u37,6,2.59,3.75,3.63,3.5,0.0,3.41,3.66,3.79,0.0
Lower middle income,U30,6,3.01,3.17,3.4,4.0,0.0,3.41,3.28,3.49,0.0
Upper middle income,U25,6,2.75,3.15,3.36,0.0,0.0,3.41,3.25,0.0,0.0
Upper middle income,u37,,3.05,3.75,0.0,0.0,0.0,3.41,1.28,0.0,0.0
Lower middle income,U30,6,3.0,3.88,3.79,0.0,0.0,3.41,3.73,0.0,0.0
Lower middle income,U25,6,3.58,3.17,3.75,0.0,0.0,3.41,3.31,0.0,0.0
Upper middle income,U30,6,3.07,3.35,2.96,3.5,4.0,3.41,3.38,3.44,3.5
Lower middle income,u37,6,2.0,3.16,3.56,3.29,3.5,3.41,3.3,3.47,3.5
Lower middle income,U44,6,2.5,3.17,3.62,3.7,3.15,3.41,3.31,3.47,3.5
Lower middle income,U44,6,2.5,3.67,3.92,3.7,3.2,3.41,3.59,3.62,3.5
Lower middle income,u37,6,3.0,3.5,3.38,3.33,0.0,3.41,3.47,3.47,0.0
Upper middle income,U30,6,3.52,3.88,4.0,4.0,0.0,3.41,3.77,3.83,0.0
Upper middle income,U30,6,2.5,3.5,3.54,3.5,0.0,3.41,3.5,3.62,0.0
Lower middle income,U30,6,2.5,3.58,3.82,3.86,3.5,3.41,3.52,3.58,3.5
Lower middle income,U30,6,3.0,3.66,3.64,3.86,3.0,3.41,3.55,3.66,3.5
Lower middle income,U30,6,2.8,3.47,3.93,3.57,3.2,3.41,3.44,3.59,3.5
Low income,u37,6,3.5,3.0,2.86,4.0,0.0,3.41,3.22,3.46,0.0
Lower middle income,U44,6,3.5,3.77,4.0,3.9,3.88,3.41,3.69,3.66,3.5
Upper middle income,G45,6,2.45,3.25,3.13,3.5,0.0,3.41,3.33,3.45,0.0
Lower middle income,U30,6,3.0,3.88,3.75,3.5,0.0,3.41,3.73,3.72,0.0
Lower middle income,U30,6,3.5,2.63,3.0,0.0,0.0,3.41,3.18,0.0,0.0
Upper middle income,U30,6,3.55,3.38,3.61,0.0,0.0,3.41,3.42,0.0,0.0
Lower middle income,U44,6,2.5,3.55,3.6,3.17,3.36,3.41,3.52,3.53,3.5
Lower middle income,u37,6,2.5,4.0,3.42,3.6,3.5,3.41,3.79,3.67,3.5
Upper middle income,U30,6,2.08,3.25,3.5,3.3,2.83,3.41,3.37,3.5,3.5
Upper middle income,u37,6,2.82,2.8,3.0,2.75,0.0,3.41,3.19,3.42,0.0
Lower middle income,U30,6,3.0,3.13,3.38,3.5,0.0,3.41,3.24,3.47,0.0
Lower middle income,U30,,3.38,3.65,3.42,0.0,0.0,3.41,3.58,0.0,0.0
Upper middle income,U30,6,3.56,3.43,3.29,0.0,0.0,3.41,3.43,0.0,0.0
Lower middle income,U30,6,2.5,3.77,3.0,3.34,3.5,3.41,3.63,3.53,3.5
High income,U44,6,2.29,3.12,3.5,3.0,0.0,3.41,3.28,3.5,0.0
Lower middle income,u37,6,1.0,3.63,3.77,3.67,0.0,3.41,3.54,3.56,0.0
Lower middle income,u37,6,2.5,3.71,3.68,4.0,0.0,3.41,3.63,3.74,0.0
Lower middle income,U30,,3.0,4.0,4.0,4.0,0.0,3.41,3.83,3.87,0.0
Low income,u37,6.5,3.5,3.77,3.81,3.75,0.0,3.41,3.73,3.75,0.0
Lower middle income,U30,6,2.0,3.29,3.33,3.38,0.0,3.41,3.34,3.42,0.0
Lower middle income,U44,6,3.5,3.73,3.82,3.86,3.64,3.41,3.64,3.71,3.5
Lower middle income,U30,6,3.0,3.25,3.43,0.0,0.0,3.41,3.31,0.0,0.0
Lower middle income,U25,6.5,3.0,3.0,3.18,0.0,0.0,3.41,3.19,0.0,0.0
Lower middle income,U30,7,4.0,3.89,3.89,0.0,0.0,3.41,3.77,0.0,0.0
Low income,u37,7.5,3.5,2.88,0.0,0.0,0.0,3.41,0.79,0.0,0.0
Lower middle income,U44,6,3.0,3.77,3.42,3.1,3.63,3.41,3.65,3.63,3.5
Lower middle income,u37,6,3.0,3.59,3.81,3.3,3.38,3.41,3.54,3.57,3.5
Lower middle income,U30,6,3.42,3.0,3.0,4.0,0.0,3.41,3.2,3.43,0.0
Lower middle income,U30,6,3.0,2.63,3.25,3.5,0.0,3.41,3.18,3.42,0.0
Lower middle income,u37,6,2.5,3.77,3.88,3.8,3.19,3.41,3.63,3.64,3.5
Lower middle income,u37,6,3.5,3.75,3.86,3.86,3.5,3.41,3.63,3.63,3.5
Upper middle income,U30,6,2.02,3.25,3.5,3.2,3.5,3.41,3.35,3.5,3.5
Lower middle income,u37,6,2.5,3.71,3.8,3.63,0.0,3.41,3.61,3.65,0.0
Upper middle income,U30,6.5,3.7,3.36,3.5,3.5,3.35,3.41,3.38,3.63,3.5
Upper middle income,u37,6,2.68,3.55,3.67,4.0,0.0,3.41,3.52,3.55,0.0
Upper middle income,u37,6,2.71,3.3,3.54,4.0,4.0,3.41,3.39,3.61,3.5
Upper middle income,U44,6,2.49,2.9,3.63,4.0,3.0,3.41,3.23,3.45,3.5
Upper middle income,u37,6,2.6,3.09,3.45,4.0,3.0,3.41,3.26,3.47,3.5
Upper middle income,u37,6,2.7,3.27,2.86,3.63,0.0,3.41,3.36,3.46,0.0
Upper middle income,U30,6.5,3.03,3.32,3.86,3.58,0.0,3.41,3.43,3.58,0.0
Upper middle income,u37,6,2.37,3.27,3.41,3.13,0.0,3.41,3.38,3.49,0.0
Lower middle income,U44,6,3.5,3.1,3.44,3.44,3.3,3.41,3.29,3.44,3.5
Upper middle income,U30,6,3.3,3.63,3.38,3.5,0.0,3.41,3.58,3.6,0.0
Upper middle income,u37,6,2.33,3.05,3.04,3.17,0.0,3.41,3.25,3.42,0.0
Upper middle income,u37,6,2.26,2.9,3.36,3.0,2.5,3.41,3.2,3.44,3.5
Upper middle income,U30,6,2.15,2.83,2.63,3.0,0.0,3.41,3.18,3.42,0.0
Upper middle income,U30,6.5,3.27,3.64,3.91,3.58,0.0,3.41,3.58,3.69,0.0
Lower middle income,U30,6,3.0,3.0,2.75,0.0,0.0,3.41,3.2,0.0,0.0
Lower middle income,u37,6,2.0,3.5,3.2,2.5,0.0,3.41,3.48,3.47,0.0
Low income,U30,,3.18,3.88,3.63,4.0,0.0,3.41,3.76,3.88,0.0
Upper middle income,u37,6,2.88,3.33,3.37,3.14,0.0,3.41,3.38,3.43,0.0
Lower middle income,u37,6,2.5,3.64,3.27,3.0,3.29,3.41,3.56,3.5,3.5
Upper middle income,u37,6,2.8,3.35,3.23,3.33,4.0,3.41,3.42,3.61,3.5
Upper middle income,u37,6,3.5,3.77,3.38,3.5,0.0,3.41,3.69,3.76,0.0
Lower middle income,U30,6,3.0,3.63,3.5,3.5,0.0,3.41,3.57,3.68,0.0
Lower middle income,U30,6,1.0,3.27,3.25,3.5,0.0,3.41,3.33,3.49,0.0
Lower middle income,u37,6,2.0,3.75,3.5,3.5,0.0,3.41,3.66,3.71,0.0
Lower middle income,u37,6,3.0,3.38,3.27,3.33,0.0,3.41,3.42,3.52,0.0
Lower middle income,u37,6,2.0,3.19,3.63,4.0,0.0,3.41,3.29,3.5,0.0
Lower middle income,u37,6.5,2.0,3.43,3.5,4.0,0.0,3.41,3.46,3.62,0.0
Low income,U44,6,3.5,2.75,3.0,2.95,3.0,3.41,3.19,3.42,3.5
Lower middle income,U25,6,3.0,3.0,3.0,3.5,0.0,3.41,3.2,3.45,0.0
Lower middle income,u37,6,3.0,3.63,3.27,3.5,0.0,3.41,3.59,3.62,0.0
Lower middle income,u37,6,1.0,3.0,3.0,3.33,3.0,3.41,3.22,3.42,3.5
Lower middle income,u37,6,2.0,3.0,2.88,3.13,3.5,3.41,3.23,3.42,3.5
Lower middle income,U30,6,3.0,3.0,3.5,3.64,3.0,3.41,3.2,3.45,3.5
Lower middle income,u37,6.5,2.0,3.13,3.13,0.0,0.0,3.41,3.27,0.0,0.0
Lower middle income,U30,6,3.0,3.13,3.0,0.0,0.0,3.41,3.27,0.0,0.0
Upper middle income,U30,6,3.26,3.0,3.0,3.0,0.0,3.41,3.2,3.45,0.0
Low income,u37,6,3.0,3.17,3.38,4.0,2.5,3.41,3.37,3.56,3.5
Lower middle income,U25,6,3.48,3.13,3.63,3.0,2.5,3.41,3.23,3.52,3.41
Lower middle income,U30,6,3.69,3.36,3.5,3.5,0.0,3.41,3.39,3.55,0.0
Lower middle income,U30,6,2.3,2.88,2.86,2.5,0.0,3.41,3.19,3.42,0.0
Upper middle income,U25,6,3.36,3.5,3.59,3.5,0.0,3.41,3.5,3.62,0.0
Lower middle income,U30,6,2.7,3.79,3.67,3.67,3.0,3.41,3.65,3.55,3.5
Upper middle income,U30,6,3.18,3.33,3.38,3.6,0.0,3.41,3.4,3.52,0.0
Lower middle income,U30,6,3.0,3.0,2.88,3.0,0.0,3.41,3.19,3.42,0.0
Upper middle income,u37,6,3.27,3.5,3.83,3.25,3.63,3.41,3.53,3.63,3.5
Upper middle income,U25,6,3.53,3.75,3.83,4.0,4.0,3.41,3.69,3.85,3.5
Lower middle income,U30,6,3.0,3.38,3.38,3.67,0.0,3.41,3.41,3.52,0.0
Lower middle income,U30,6,3.0,3.25,3.38,4.0,0.0,3.41,3.33,3.5,0.0
Low income,U30,6,3.5,3.43,3.71,0.0,0.0,3.41,3.49,0.0,0.0
Lower middle income,U30,,2.29,3.23,3.21,0.0,0.0,3.41,2.97,0.0,0.0
Upper middle income,U30,6,3.06,3.25,3.0,3.14,0.0,3.41,3.36,3.42,0.0
Low income,u37,6,3.5,2.71,3.32,3.0,0.0,3.41,3.18,3.42,0.0
